date,portfolio_return,benchmark_market,benchmark_HML,benchmark_SMB,benchmark_momentum,benchmark_quality,structural_market,structural_HML,structural_SMB,structural_momentum,structural_quality,tactical_market,tactical_HML,tactical_SMB,tactical_momentum,tactical_quality
2023-01-20,0.00296447,0.53308,0.835581,1.051348,1.553762,0.990115,0.142336,0.100653,0.185869,0.210848,0.169941,0.08693,0.111763,0.15153,0.122999,0.106549
2023-01-23,-0.00678421,0.681951,0.966775,1.17767,1.648383,0.903513,0.146148,0.098569,0.187887,0.209084,0.170873,0.08161,0.112534,0.155385,0.11816,0.10192
2023-01-24,0.00729823,0.457094,0.791647,1.062987,1.659604,0.974457,0.137969,0.092943,0.165928,0.216194,0.163018,0.08041,0.119114,0.158622,0.116297,0.096067
2023-01-25,0.00034143,0.475327,0.807384,1.1864,1.719976,0.931806,0.139598,0.093751,0.169326,0.204409,0.171444,0.085848,0.119149,0.159172,0.115981,0.096342
2023-01-26,-0.02165553,0.538886,0.733429,1.00292,1.652833,0.959029,0.127026,0.07598,0.167514,0.210276,0.169927,0.073195,0.121278,0.156885,0.116145,0.101582
2023-01-27,-0.01891107,0.497445,0.694325,1.054795,1.702013,1.026658,0.148689,0.078819,0.166987,0.208488,0.179979,0.080211,0.12248,0.16058,0.119542,0.098732
2023-01-30,0.01653924,0.484615,0.774641,1.129268,1.662474,0.845505,0.146562,0.086258,0.167513,0.217226,0.150256,0.084408,0.121399,0.164782,0.115501,0.093468
2023-01-31,-0.00745797,0.559322,0.76447,1.103884,1.638479,0.97257,0.136005,0.08054,0.171738,0.209071,0.166799,0.083979,0.118459,0.158147,0.113418,0.104766
2023-02-01,-0.01350995,0.501703,0.645363,1.107053,1.640525,0.920837,0.132543,0.083131,0.164169,0.210075,0.169747,0.080587,0.117849,0.15852,0.117192,0.093336
2023-02-02,-0.0096552,0.467362,0.861649,1.110741,1.690766,0.89476,0.143492,0.087922,0.164902,0.216759,0.16988,0.078492,0.114368,0.155366,0.122407,0.090045
2023-02-03,-0.00923586,0.536612,0.796464,1.048843,1.546616,0.926109,0.128382,0.084574,0.164918,0.225029,0.159825,0.089808,0.11439,0.158097,0.118836,0.090594
2023-02-06,0.00648134,0.509104,0.784228,1.045803,1.661925,1.018918,0.130312,0.071082,0.174528,0.227175,0.150844,0.086839,0.109451,0.165855,0.109329,0.097136
2023-02-07,0.01300724,0.485976,0.756912,1.107583,1.589904,1.012629,0.139621,0.081844,0.170544,0.215235,0.172787,0.078793,0.119723,0.165546,0.1128,0.09968
2023-02-08,0.00527085,0.476347,0.812093,1.071091,1.594883,0.835939,0.151084,0.076993,0.167882,0.211084,0.155559,0.088037,0.121566,0.159174,0.117943,0.097999
2023-02-09,-0.03732965,0.444513,0.812357,1.176157,1.684443,0.883315,0.143401,0.077193,0.161617,0.221549,0.159808,0.084437,0.120208,0.162844,0.120569,0.095432
2023-02-10,-0.00237119,0.515169,0.818398,1.107492,1.570669,0.95629,0.133584,0.071194,0.15567,0.218807,0.178924,0.082213,0.119782,0.16549,0.121017,0.094177
2023-02-13,0.00438185,0.448748,0.840955,1.156396,1.645643,0.912008,0.127177,0.085853,0.178488,0.217627,0.152823,0.080406,0.111693,0.158574,0.111638,0.101611
2023-02-14,0.01672882,0.42057,0.848167,1.133868,1.604295,0.899449,0.141799,0.0714,0.166176,0.197747,0.166837,0.071225,0.110798,0.153751,0.116065,0.096722
2023-02-15,-0.02021536,0.411668,0.882842,1.085899,1.513717,0.820579,0.14131,0.088007,0.186606,0.221078,0.153482,0.082883,0.122069,0.163394,0.114501,0.100489
2023-02-16,-0.00972434,0.502134,0.753355,1.007419,1.66312,0.875435,0.139051,0.096264,0.175578,0.212934,0.154197,0.080054,0.117966,0.165624,0.112071,0.097426
2023-02-17,0.0086905,0.451829,0.744554,1.162565,1.658187,0.844285,0.150993,0.091379,0.183955,0.204688,0.159757,0.075371,0.119468,0.164592,0.114091,0.100559
2023-02-20,0.00302595,0.387453,0.787958,1.04401,1.556137,0.821751,0.137782,0.086573,0.177791,0.20349,0.163198,0.076093,0.118663,0.159404,0.116418,0.101035
2023-02-21,-0.00421598,0.426401,0.727279,1.066659,1.628477,0.842784,0.122289,0.098813,0.170718,0.209507,0.162716,0.072754,0.117613,0.167921,0.121175,0.111924
2023-02-22,-0.02242793,0.488428,0.714563,1.080209,1.578578,0.85858,0.13497,0.092261,0.166032,0.185472,0.164512,0.071562,0.117936,0.163768,0.110743,0.100989
2023-02-23,-0.01756021,0.511948,0.764585,1.080626,1.698956,0.871455,0.143735,0.084657,0.162882,0.199979,0.15197,0.077915,0.114794,0.156927,0.120119,0.096707
2023-02-24,0.02142969,0.520329,0.770459,1.122443,1.729439,0.883596,0.143729,0.094371,0.179056,0.197101,0.148416,0.070199,0.105582,0.155024,0.124843,0.099498
2023-02-27,0.01382367,0.514314,0.765907,1.086014,1.708681,0.980693,0.13984,0.104255,0.173909,0.196304,0.154713,0.074835,0.119376,0.162445,0.124009,0.09324
2023-02-28,-0.00961647,0.466652,0.689857,1.078159,1.708575,0.904651,0.13833,0.082256,0.177549,0.200654,0.161083,0.073714,0.118872,0.164574,0.119291,0.094445
2023-03-01,-0.00504282,0.496868,0.719684,1.130171,1.642092,1.02587,0.125887,0.080496,0.180895,0.192737,0.157184,0.075732,0.10814,0.163204,0.114063,0.104722
2023-03-02,-0.01531546,0.581425,0.706214,1.098456,1.696911,0.922689,0.140955,0.097,0.178262,0.212091,0.132661,0.080312,0.108428,0.173095,0.12305,0.099417
2023-03-03,-0.02678378,0.567501,0.697488,1.012925,1.672928,0.991731,0.136661,0.089019,0.170626,0.187835,0.144442,0.078804,0.11957,0.164533,0.127097,0.10485
2023-03-06,-0.0158858,0.535071,0.647011,0.990126,1.697052,0.99208,0.142913,0.08595,0.178641,0.203753,0.15691,0.079567,0.120488,0.156846,0.116597,0.092295
2023-03-07,-0.01273368,0.523881,0.658559,0.992516,1.739223,0.913082,0.14399,0.081847,0.169876,0.195517,0.165418,0.066514,0.102761,0.14848,0.12115,0.09713
2023-03-08,-0.00655955,0.56258,0.73872,1.038361,1.75084,0.964806,0.148823,0.075076,0.17238,0.214945,0.154022,0.080038,0.11783,0.160478,0.116786,0.101591
2023-03-09,-0.00953935,0.472524,0.67661,0.978814,1.671752,0.948733,0.132155,0.079142,0.17997,0.200819,0.166351,0.078636,0.115242,0.164195,0.115753,0.096179
2023-03-10,0.00632596,0.534619,0.612606,1.061238,1.619511,0.984778,0.131753,0.102152,0.173973,0.184262,0.149486,0.081129,0.114933,0.16748,0.116764,0.093271
2023-03-13,-0.00107619,0.485083,0.691519,1.052471,1.683646,0.954199,0.13885,0.089679,0.161343,0.204138,0.161788,0.077276,0.114992,0.155914,0.119485,0.094434
2023-03-14,-0.01481705,0.467029,0.772732,0.924538,1.695686,0.924868,0.137046,0.075887,0.183947,0.196078,0.164079,0.085753,0.110138,0.165577,0.11375,0.098548
2023-03-15,-0.00552875,0.54786,0.557962,0.962555,1.714762,0.977549,0.138212,0.097812,0.186325,0.211054,0.162089,0.081181,0.115814,0.150093,0.111174,0.101897
2023-03-16,0.01750723,0.586191,0.672556,0.896642,1.735307,0.962089,0.155402,0.097023,0.164446,0.208771,0.151778,0.074994,0.110222,0.154902,0.113022,0.10857
2023-03-17,-0.00266149,0.506763,0.702347,1.010745,1.610779,1.046875,0.144413,0.096772,0.169127,0.215102,0.147702,0.07511,0.116758,0.150284,0.120072,0.098133
2023-03-20,0.02912298,0.606558,0.584743,1.077559,1.667301,0.952234,0.157379,0.082582,0.190666,0.207196,0.16448,0.081564,0.117125,0.158922,0.111243,0.098708
2023-03-21,0.01741603,0.520457,0.671767,0.946067,1.654813,0.945199,0.144623,0.085581,0.176806,0.212295,0.147094,0.076272,0.10922,0.147789,0.105376,0.096817
2023-03-22,-0.01450623,0.451328,0.627894,0.980595,1.759634,0.983271,0.138981,0.087431,0.171832,0.206065,0.152675,0.076775,0.109504,0.156389,0.124073,0.107759
2023-03-23,0.02597001,0.449094,0.629549,1.042421,1.669876,0.916514,0.142188,0.098086,0.168548,0.20476,0.169612,0.075702,0.115091,0.147613,0.111407,0.105698
2023-03-24,0.02300874,0.544267,0.648656,1.006864,1.656633,0.882185,0.155083,0.082103,0.163026,0.215886,0.159256,0.081962,0.120338,0.162572,0.11602,0.099152
2023-03-27,-0.00757499,0.492623,0.61209,1.015688,1.720343,0.95237,0.138708,0.081663,0.169782,0.198374,0.16095,0.079982,0.109057,0.150601,0.121111,0.098175
2023-03-28,0.01619403,0.529899,0.594779,1.112011,1.663157,1.029217,0.150253,0.090126,0.17815,0.208705,0.163396,0.071219,0.112091,0.152965,0.10892,0.10168
2023-03-29,0.01024607,0.360146,0.644617,1.054165,1.677231,1.053469,0.142468,0.096091,0.169201,0.203486,0.161698,0.073014,0.116567,0.142689,0.109412,0.101694
2023-03-30,-0.0214219,0.503476,0.771548,1.000806,1.769785,0.873072,0.137097,0.088328,0.175862,0.215214,0.157876,0.079054,0.117172,0.144924,0.112625,0.094869
2023-03-31,0.01137635,0.463633,0.67957,0.961533,1.760837,1.011191,0.154351,0.092923,0.184652,0.201079,0.151813,0.076231,0.116748,0.148139,0.120428,0.102582
2023-04-03,0.0078787,0.42301,0.698985,1.176012,1.624958,0.884118,0.139719,0.0875,0.16835,0.206618,0.177506,0.068099,0.113279,0.156286,0.116023,0.094922
2023-04-04,-0.00368944,0.4873,0.703263,1.120685,1.6354,1.021327,0.137704,0.085459,0.17525,0.211479,0.153399,0.076123,0.112984,0.154879,0.118257,0.103488
2023-04-05,0.02197212,0.546166,0.636687,1.024138,1.618744,1.011563,0.142987,0.078835,0.181207,0.222172,0.156858,0.078938,0.113901,0.158108,0.116746,0.100123
2023-04-06,0.00457106,0.599851,0.691086,1.044574,1.565179,0.893873,0.140908,0.076452,0.164636,0.20552,0.157879,0.07895,0.096514,0.144929,0.121873,0.104475
2023-04-07,-0.00159019,0.502166,0.725794,1.030146,1.73085,1.053693,0.160988,0.079284,0.174886,0.20592,0.150467,0.086089,0.122123,0.154513,0.12505,0.108041
2023-04-10,-0.01110417,0.457739,0.705867,1.082537,1.806617,1.081832,0.152081,0.076193,0.188911,0.198793,0.153363,0.072022,0.110735,0.150146,0.134505,0.10139
2023-04-11,0.03806787,0.4737,0.651696,1.021457,1.672714,1.006693,0.139433,0.084674,0.172288,0.202864,0.167166,0.080907,0.112303,0.14813,0.118037,0.10346
2023-04-12,0.02049361,0.55652,0.668341,1.035804,1.641201,1.020772,0.142613,0.090482,0.183285,0.213815,0.149129,0.088598,0.122264,0.149641,0.126275,0.094008
2023-04-13,-0.00442192,0.456678,0.76146,1.066862,1.684616,1.108136,0.130296,0.085437,0.175717,0.211765,0.15875,0.08085,0.106282,0.150697,0.124152,0.114225
2023-04-14,-0.02001613,0.540031,0.673308,1.115498,1.715185,0.974681,0.147366,0.078173,0.189715,0.212409,0.160905,0.079281,0.12037,0.155249,0.119711,0.094638
2023-04-17,-0.00117341,0.533238,0.615377,1.090293,1.650485,0.959868,0.13961,0.089274,0.161502,0.226377,0.151394,0.080948,0.112252,0.158373,0.108407,0.10288
2023-04-18,0.01498113,0.516793,0.628057,1.103061,1.691154,0.972975,0.146398,0.083771,0.173801,0.200475,0.151129,0.088471,0.109954,0.154076,0.116906,0.09019
2023-04-19,0.01165057,0.430268,0.572696,1.033215,1.770633,1.001933,0.131811,0.086542,0.162451,0.230648,0.154514,0.086275,0.110477,0.153192,0.117935,0.097333
2023-04-20,-0.00636038,0.465748,0.758886,1.000667,1.74096,1.028571,0.147983,0.080389,0.168237,0.222144,0.147158,0.084005,0.10303,0.15943,0.122488,0.109658
2023-04-21,0.00931822,0.407972,0.729034,0.9351,1.796599,1.00548,0.160348,0.090706,0.170168,0.210207,0.134019,0.09124,0.098083,0.15574,0.120285,0.106008
2023-04-24,0.00957238,0.462195,0.661964,1.041075,1.743855,1.025902,0.146343,0.091716,0.172028,0.217102,0.162252,0.091368,0.100399,0.15207,0.119165,0.103713
2023-04-25,0.02015227,0.530203,0.765811,1.053296,1.666271,1.021735,0.138951,0.082271,0.163868,0.210532,0.146485,0.081886,0.112036,0.155832,0.134661,0.098283
2023-04-26,0.00817651,0.547667,0.693502,1.044068,1.700884,1.017188,0.146054,0.086127,0.170655,0.219857,0.157678,0.087861,0.1027,0.160611,0.131469,0.107509
2023-04-27,0.02029494,0.491523,0.631383,1.015301,1.722907,1.002032,0.148848,0.088395,0.175289,0.232441,0.145677,0.081175,0.097861,0.146505,0.114924,0.100787
2023-04-28,-0.00771799,0.443714,0.70491,1.110522,1.624386,1.003539,0.167021,0.07644,0.158058,0.211996,0.153393,0.093683,0.105107,0.149419,0.123969,0.103647
2023-05-01,0.00284207,0.561351,0.677476,1.081987,1.626842,0.960953,0.146192,0.079393,0.1659,0.216742,0.153804,0.095296,0.108966,0.159747,0.1298,0.113195
2023-05-02,0.01139638,0.442314,0.689217,1.108489,1.632596,1.038246,0.140865,0.07862,0.188321,0.21506,0.157745,0.088004,0.104803,0.150413,0.135629,0.104473
2023-05-03,0.00208435,0.417639,0.578642,0.980755,1.718181,0.944364,0.148635,0.068644,0.170573,0.214002,0.148727,0.093499,0.107748,0.15544,0.126708,0.098998
2023-05-04,0.00218534,0.512331,0.60366,0.982046,1.661023,1.076042,0.149417,0.079255,0.157126,0.215448,0.169775,0.083847,0.110519,0.158111,0.126819,0.098955
2023-05-05,-0.00410634,0.491876,0.74183,1.085196,1.721359,1.003782,0.152448,0.082808,0.162104,0.209973,0.155582,0.087672,0.105014,0.147199,0.129532,0.103316
2023-05-08,-0.01408587,0.443417,0.756417,1.01962,1.61107,1.011218,0.154432,0.073282,0.174481,0.218594,0.164377,0.083625,0.100893,0.151501,0.131004,0.100173
2023-05-09,0.03779379,0.466207,0.758313,1.010553,1.536638,0.971481,0.163529,0.076711,0.171575,0.217664,0.158796,0.085014,0.099272,0.158586,0.120275,0.102022
2023-05-10,0.01760117,0.488522,0.809803,1.00962,1.647115,0.959667,0.143493,0.085116,0.169436,0.212663,0.165185,0.085096,0.105636,0.150774,0.118181,0.104017
2023-05-11,-0.01658607,0.463449,0.728117,1.041147,1.745029,1.046032,0.144401,0.074249,0.189997,0.200592,0.140384,0.085678,0.102684,0.140401,0.134423,0.107987
2023-05-12,0.01306546,0.472816,0.720165,1.096957,1.654839,0.915206,0.134853,0.081296,0.193559,0.215974,0.151706,0.085024,0.09716,0.149209,0.123151,0.088029
2023-05-15,-0.00945568,0.422055,0.631748,1.034222,1.579313,0.909971,0.155603,0.076296,0.173304,0.214824,0.154432,0.086572,0.108964,0.156244,0.137063,0.096851
2023-05-16,0.00363676,0.484783,0.639673,1.072986,1.573736,0.99128,0.141947,0.07537,0.178889,0.231679,0.156213,0.092218,0.104301,0.158309,0.121263,0.095285
2023-05-17,0.0135,0.460749,0.575914,1.03951,1.711075,0.959534,0.155613,0.080907,0.178306,0.2155,0.163674,0.075745,0.105499,0.149255,0.125593,0.093076
2023-05-18,0.0017025,0.44583,0.656231,0.977756,1.607535,1.018441,0.143399,0.081355,0.179199,0.223849,0.164892,0.094751,0.098815,0.150567,0.12632,0.090356
2023-05-19,-0.0190687,0.462674,0.573137,0.989699,1.718562,1.051816,0.158779,0.083683,0.166675,0.211299,0.161216,0.084232,0.106949,0.146647,0.113731,0.102196
2023-05-22,-0.02100698,0.475556,0.709809,0.995243,1.665887,0.970089,0.134314,0.081187,0.184066,0.222064,0.159375,0.084342,0.09219,0.15336,0.1384,0.090487
2023-05-23,-0.00348822,0.404863,0.679716,0.94721,1.598246,1.0576,0.155018,0.082781,0.169496,0.205544,0.178466,0.091144,0.107967,0.156314,0.120111,0.088759
2023-05-24,-0.00466812,0.455508,0.569953,0.981676,1.699918,0.981513,0.156087,0.092757,0.173226,0.215143,0.163953,0.088677,0.090096,0.151681,0.119586,0.091398
2023-05-25,0.00062986,0.487024,0.64401,1.088568,1.597638,1.040045,0.154569,0.087952,0.172577,0.218067,0.145595,0.087555,0.094054,0.147427,0.116916,0.088076
2023-05-26,-0.00664453,0.398931,0.755602,1.00804,1.565304,0.972802,0.14229,0.081849,0.173014,0.219669,0.167939,0.089552,0.103482,0.149212,0.125106,0.094336
2023-05-29,0.00763604,0.433337,0.664371,0.984517,1.592319,1.037211,0.154935,0.082548,0.175746,0.230466,0.170274,0.080383,0.099629,0.151806,0.124282,0.093076
2023-05-30,0.03830854,0.5881,0.637537,1.114783,1.690052,1.040784,0.153803,0.077255,0.16447,0.212294,0.177669,0.086468,0.100132,0.146414,0.11632,0.099588
2023-05-31,-0.00149515,0.396338,0.593145,0.960101,1.694303,0.973725,0.140176,0.079464,0.160102,0.227766,0.173476,0.076304,0.097918,0.151349,0.114887,0.107214
2023-06-01,0.01663945,0.42476,0.602437,0.953849,1.636462,0.975824,0.165617,0.083801,0.173711,0.227264,0.161917,0.08435,0.098616,0.149535,0.126667,0.097683
2023-06-02,0.022426,0.389959,0.731296,1.059832,1.563845,1.078522,0.153568,0.081282,0.166651,0.215438,0.176428,0.0838,0.103827,0.154637,0.117925,0.103573
2023-06-05,-0.00040088,0.433668,0.686838,1.036684,1.577621,1.0052,0.168491,0.087083,0.180502,0.229816,0.170412,0.086575,0.102677,0.152421,0.111812,0.103328
2023-06-06,0.02137714,0.415494,0.703832,0.99338,1.611611,1.072996,0.157238,0.091746,0.178164,0.215646,0.179421,0.085562,0.107541,0.146055,0.118663,0.08993
2023-06-07,0.01823159,0.441981,0.699536,1.04588,1.579621,0.986481,0.164425,0.08296,0.17873,0.216373,0.181283,0.081776,0.103022,0.154156,0.118399,0.098777
2023-06-08,0.02442712,0.423531,0.717955,1.011409,1.671395,1.073003,0.149787,0.071371,0.190383,0.219008,0.168399,0.080224,0.099999,0.150489,0.130165,0.100054
2023-06-09,-0.0107225,0.51727,0.657392,0.934123,1.773607,0.954535,0.157337,0.100999,0.178271,0.20876,0.176909,0.078473,0.104572,0.147743,0.117743,0.103304
2023-06-12,0.01707376,0.484134,0.73291,0.865703,1.72737,1.069255,0.157494,0.083039,0.163831,0.221607,0.179598,0.077379,0.092661,0.141353,0.117922,0.103343
2023-06-13,0.00501724,0.423378,0.650306,0.948749,1.610146,1.001256,0.155241,0.089572,0.174255,0.221609,0.170815,0.0726,0.088793,0.148636,0.122134,0.100574
2023-06-14,-0.02008982,0.513367,0.676683,1.04411,1.639481,1.01188,0.148983,0.091922,0.182389,0.214148,0.182879,0.088754,0.095192,0.157164,0.118095,0.095203
2023-06-15,0.0038003,0.420006,0.762781,0.961289,1.665695,0.949327,0.129581,0.096058,0.160011,0.228267,0.173521,0.086502,0.100965,0.135156,0.121259,0.09629
2023-06-16,0.02243321,0.390469,0.738659,1.002242,1.725548,1.03354,0.144811,0.099735,0.176338,0.213779,0.159979,0.083773,0.104342,0.134588,0.114245,0.090599
2023-06-19,0.01094165,0.493564,0.774658,0.998907,1.770569,1.038536,0.155797,0.084546,0.179653,0.204832,0.164404,0.088127,0.087895,0.152439,0.117369,0.099424
2023-06-20,0.01428617,0.589388,0.827399,0.912508,1.6788,0.984193,0.141873,0.094673,0.196336,0.231701,0.169714,0.088,0.100882,0.150033,0.12151,0.096669
2023-06-21,0.04376763,0.394094,0.736663,0.993275,1.797064,0.899121,0.143005,0.08609,0.184288,0.224491,0.178006,0.078648,0.097927,0.151385,0.126203,0.10031
2023-06-22,-0.02349153,0.407383,0.73812,1.036367,1.825616,0.950621,0.141537,0.104379,0.177921,0.223501,0.168031,0.087981,0.100787,0.145395,0.118507,0.100635
2023-06-23,-0.0070676,0.524085,0.73348,0.973062,1.688398,0.944145,0.154492,0.090763,0.180931,0.21443,0.165585,0.092509,0.090672,0.136771,0.117986,0.095289
2023-06-26,0.01799232,0.44575,0.736136,1.014864,1.695397,1.013105,0.14469,0.078359,0.162764,0.220704,0.174684,0.083702,0.114761,0.144561,0.12857,0.098826
2023-06-27,0.02181827,0.5151,0.723422,1.058399,1.706687,0.969488,0.162733,0.070413,0.170934,0.211976,0.161996,0.080035,0.10039,0.155872,0.118353,0.095461
2023-06-28,-0.00812557,0.435831,0.770875,1.040896,1.726451,0.983193,0.158092,0.056089,0.184627,0.220555,0.153322,0.083286,0.095357,0.147323,0.121721,0.091983
2023-06-29,0.02173646,0.472137,0.782172,1.090184,1.69351,0.974866,0.156423,0.081226,0.179747,0.215109,0.167091,0.088956,0.101112,0.147497,0.129531,0.094034
2023-06-30,-0.00818714,0.558314,0.784422,1.058815,1.765446,1.069638,0.157013,0.084713,0.183384,0.223611,0.15839,0.083319,0.108283,0.134819,0.121398,0.086176
2023-07-03,-0.00114731,0.405054,0.763527,0.989471,1.636108,0.995879,0.148505,0.080697,0.179171,0.227852,0.180067,0.089283,0.09323,0.136771,0.12169,0.095382
2023-07-04,-0.00559053,0.520225,0.819805,0.999628,1.690792,0.997885,0.146841,0.055438,0.17929,0.212093,0.162427,0.087347,0.092392,0.151136,0.121527,0.09397
2023-07-05,0.02246284,0.508015,0.7742,1.040787,1.749563,0.950358,0.158189,0.062861,0.178866,0.225563,0.162902,0.091502,0.096765,0.145621,0.118665,0.091528
2023-07-06,0.04162126,0.405031,0.736078,1.106475,1.760021,0.96541,0.163089,0.075907,0.167943,0.222644,0.151579,0.088826,0.096522,0.153105,0.127234,0.10262
2023-07-07,-0.01550234,0.504756,0.703863,1.017713,1.835359,0.915663,0.162126,0.087206,0.172445,0.228691,0.162193,0.092103,0.100338,0.144547,0.120119,0.100722
2023-07-10,0.00598132,0.487313,0.65698,0.975542,1.659077,0.983992,0.153735,0.074474,0.164757,0.21881,0.152895,0.096153,0.105923,0.140239,0.127093,0.101049
2023-07-11,0.01131677,0.479002,0.805166,1.077366,1.68912,0.898659,0.153329,0.082526,0.169966,0.222249,0.154524,0.088564,0.100319,0.145856,0.123219,0.10104
2023-07-12,0.00775976,0.466733,0.703918,1.024112,1.613545,0.984414,0.150164,0.067121,0.185171,0.214195,0.153844,0.09401,0.089478,0.144503,0.125993,0.098105
2023-07-13,0.00361757,0.439457,0.686043,0.989704,1.663658,0.900975,0.163151,0.075168,0.17706,0.206882,0.143725,0.089583,0.090542,0.14429,0.134521,0.09833
2023-07-14,-0.01065271,0.462137,0.707419,1.05812,1.618955,0.971275,0.142584,0.071666,0.183301,0.208759,0.154209,0.092606,0.08999,0.14499,0.117648,0.103871
2023-07-17,-0.01507579,0.464603,0.711628,1.107838,1.663494,1.009664,0.141505,0.082539,0.179032,0.216645,0.161125,0.091268,0.096745,0.149318,0.12543,0.102227
2023-07-18,0.03032881,0.475122,0.808881,1.038407,1.690458,0.912376,0.140276,0.07169,0.176839,0.208041,0.149009,0.093623,0.095419,0.148179,0.128323,0.104718
2023-07-19,-0.02663606,0.341095,0.715709,1.104011,1.721633,0.964481,0.139092,0.089056,0.171239,0.234726,0.168503,0.09026,0.09916,0.146914,0.122863,0.100627
2023-07-20,-0.00657605,0.482515,0.871858,1.107483,1.688929,0.935098,0.163545,0.073015,0.17341,0.223214,0.159168,0.097074,0.095731,0.158338,0.130085,0.095476
2023-07-21,0.03308373,0.376694,0.765929,1.127144,1.722506,0.818851,0.159311,0.066158,0.179193,0.230059,0.165183,0.090764,0.088491,0.150712,0.1231,0.101466
2023-07-24,-0.00024346,0.471155,0.86683,1.065815,1.693095,0.886747,0.143334,0.06591,0.184156,0.22853,0.14637,0.089297,0.08881,0.148109,0.129192,0.09758
2023-07-25,-0.00867175,0.433432,0.816033,1.043875,1.642248,0.910033,0.150545,0.066667,0.179489,0.22246,0.165183,0.098887,0.082905,0.145784,0.124504,0.103502
2023-07-26,-0.00578932,0.365158,0.773513,1.050625,1.612881,0.908457,0.160333,0.07377,0.186384,0.24777,0.15204,0.095738,0.093157,0.149451,0.126523,0.101851
2023-07-27,0.00509342,0.477416,0.830562,1.134468,1.724009,0.882782,0.154765,0.0662,0.170986,0.245738,0.159834,0.099853,0.088498,0.147335,0.127403,0.101343
2023-07-28,0.00693111,0.411257,0.805077,1.125235,1.780169,0.895117,0.165854,0.065321,0.189539,0.234405,0.151301,0.093772,0.097397,0.13856,0.125317,0.099011
2023-07-31,-0.007473,0.502631,0.770526,1.031973,1.815009,0.877905,0.148203,0.079067,0.173802,0.215422,0.156281,0.088262,0.09542,0.135972,0.122389,0.105853
2023-08-01,0.01720628,0.413931,0.849312,1.194238,1.745618,0.899968,0.146442,0.048457,0.191166,0.233565,0.16303,0.105552,0.102652,0.130659,0.121039,0.105736
2023-08-02,0.00632149,0.378048,0.707438,1.013285,1.784645,0.828648,0.1441,0.066872,0.185271,0.211863,0.160446,0.092015,0.095883,0.150503,0.125212,0.097915
2023-08-03,-0.00178161,0.518926,0.677565,1.110105,1.742435,0.86666,0.149333,0.058258,0.166967,0.237044,0.168291,0.090106,0.096222,0.139955,0.12309,0.094226
2023-08-04,0.0019535,0.458891,0.719517,1.135653,1.730743,0.800282,0.158255,0.060843,0.185421,0.206257,0.148477,0.099336,0.093758,0.143917,0.118991,0.100366
