date,portfolio_return,benchmark_market,benchmark_HML,benchmark_SMB,benchmark_momentum,benchmark_quality,structural_market,structural_HML,structural_SMB,structural_momentum,structural_quality,tactical_market,tactical_HML,tactical_SMB,tactical_momentum,tactical_quality
2023-02-01,-0.00870577,0.839901,0.864512,0.506407,0.487784,1.053741,0.240535,0.217631,0.235987,0.32078,0.2025,0.060281,0.044068,0.057323,0.082538,0.057606
2023-02-02,-0.01820206,0.814049,0.785546,0.50181,0.493627,1.005589,0.242983,0.243734,0.21675,0.327192,0.18279,0.061742,0.044412,0.058925,0.081139,0.06391
2023-02-03,-0.01329703,0.803892,0.768238,0.520467,0.517622,1.040714,0.230513,0.218613,0.226636,0.330154,0.203911,0.065122,0.046761,0.052522,0.080029,0.058504
2023-02-06,0.00828273,0.822639,0.834749,0.451941,0.492941,0.980267,0.224355,0.222298,0.233922,0.318616,0.192147,0.062032,0.045694,0.054172,0.082002,0.060492
2023-02-07,-0.00081652,0.694283,0.795166,0.594131,0.454378,0.984663,0.237852,0.20746,0.221698,0.339574,0.169279,0.066792,0.046344,0.052763,0.083097,0.059851
2023-02-08,0.0087728,0.810402,0.793478,0.670994,0.471016,0.952287,0.235702,0.224688,0.228787,0.330394,0.192282,0.069856,0.044689,0.051676,0.087165,0.058145
2023-02-09,-0.02392,0.779141,0.73422,0.599209,0.40059,1.019798,0.232175,0.201993,0.229178,0.334001,0.179145,0.06608,0.049628,0.053706,0.080647,0.059418
2023-02-10,0.0019859,0.869695,0.814107,0.535394,0.5432,1.022255,0.235354,0.227561,0.224277,0.342483,0.179152,0.068823,0.049259,0.05596,0.081215,0.058405
2023-02-13,-0.00203842,0.811063,0.751862,0.569077,0.494873,1.041108,0.223937,0.223941,0.241896,0.33866,0.183987,0.067036,0.046462,0.056809,0.082986,0.064291
2023-02-14,0.02492896,0.766156,0.753231,0.586381,0.429135,1.017863,0.226945,0.229139,0.221969,0.339346,0.181866,0.063364,0.046295,0.053511,0.082119,0.062126
2023-02-15,-0.01482892,0.809479,0.772569,0.557797,0.442063,0.981998,0.235744,0.203402,0.239046,0.328564,0.186367,0.065065,0.046874,0.05376,0.082985,0.069157
2023-02-16,-0.01409403,0.759397,0.767045,0.627693,0.419152,0.924339,0.224638,0.216139,0.23988,0.332342,0.188606,0.069096,0.048178,0.051711,0.085372,0.060905
2023-02-17,0.01188611,0.824301,0.786625,0.623224,0.510821,0.99828,0.211882,0.22199,0.224236,0.325587,0.17152,0.063602,0.046175,0.057056,0.076007,0.061257
2023-02-20,-0.00635457,0.810328,0.727933,0.527759,0.396826,1.029566,0.222562,0.222652,0.234176,0.311162,0.206397,0.063306,0.047097,0.0541,0.081888,0.066562
2023-02-21,0.00303062,0.854477,0.811902,0.604085,0.457099,1.025872,0.218811,0.21109,0.219895,0.328653,0.18369,0.063394,0.051396,0.059165,0.07847,0.065779
2023-02-22,-0.02784903,0.789092,0.81269,0.621065,0.45442,1.037455,0.235392,0.195556,0.242826,0.331824,0.183223,0.066115,0.049922,0.056443,0.080107,0.064814
2023-02-23,-0.01576154,0.817442,0.684396,0.63652,0.482441,0.969109,0.237267,0.221902,0.219169,0.337891,0.186937,0.064276,0.053272,0.054448,0.088583,0.060114
2023-02-24,0.01926597,0.75659,0.807455,0.681948,0.44236,0.962363,0.214389,0.215413,0.223947,0.332494,0.191553,0.071153,0.049154,0.052441,0.082852,0.067331
2023-02-27,0.00970659,0.838507,0.73098,0.527445,0.389375,0.961749,0.241577,0.208256,0.217675,0.32415,0.207498,0.06671,0.049581,0.050821,0.083656,0.063146
2023-02-28,0.00074278,0.829286,0.790829,0.68991,0.450205,0.996387,0.226017,0.223546,0.217396,0.337512,0.195881,0.068561,0.049735,0.050628,0.081205,0.062375
2023-03-01,0.00051693,0.837298,0.748919,0.551089,0.422374,0.990178,0.252768,0.215108,0.248093,0.318234,0.197585,0.064945,0.049241,0.052106,0.083245,0.066498
2023-03-02,-0.00552532,0.819022,0.761757,0.551089,0.482891,1.002283,0.239334,0.199873,0.234289,0.34469,0.193432,0.062982,0.047545,0.052901,0.078365,0.063653
2023-03-03,-0.0271218,0.829695,0.753306,0.593272,0.52588,0.984581,0.226255,0.192097,0.230441,0.328942,0.194695,0.062529,0.049993,0.051321,0.085567,0.060248
2023-03-06,-0.01682303,0.892401,0.807762,0.543178,0.405307,0.977854,0.223566,0.198388,0.227345,0.335153,0.197447,0.064506,0.049828,0.054133,0.080995,0.064447
2023-03-07,-0.00558117,0.817218,0.708813,0.604109,0.456187,0.959774,0.236947,0.233694,0.240317,0.339356,0.17659,0.068103,0.048441,0.054246,0.081931,0.062141
2023-03-08,0.00263812,0.840319,0.793046,0.534834,0.46349,1.018926,0.233011,0.219126,0.222827,0.341727,0.195004,0.068676,0.053801,0.051694,0.084302,0.056788
2023-03-09,-0.00206185,0.786462,0.806793,0.571067,0.477209,0.977172,0.232976,0.213089,0.242889,0.319921,0.210264,0.068751,0.054873,0.057232,0.084295,0.061784
2023-03-10,-0.00907465,0.798082,0.801917,0.620784,0.514223,0.958301,0.250069,0.204881,0.228436,0.344118,0.238328,0.064359,0.052444,0.047448,0.083896,0.061531
2023-03-13,-0.00152825,0.839213,0.867935,0.565318,0.472183,0.92346,0.227017,0.203845,0.22969,0.337517,0.18651,0.068065,0.050591,0.052715,0.080434,0.059499
2023-03-14,-0.01098465,0.864341,0.752506,0.572245,0.498836,0.901252,0.233583,0.217679,0.24413,0.326251,0.205205,0.065666,0.050749,0.052154,0.083779,0.063102
2023-03-15,-0.00786519,0.826055,0.831963,0.586412,0.463562,1.016139,0.246295,0.200651,0.245181,0.326171,0.194516,0.069256,0.053748,0.051617,0.085149,0.060266
2023-03-16,0.02240121,0.837194,0.780983,0.611846,0.506757,0.984527,0.234946,0.210071,0.241021,0.332759,0.221443,0.069248,0.050797,0.051181,0.081166,0.063102
2023-03-17,0.00142416,0.827178,0.831733,0.503876,0.541229,0.885338,0.215051,0.201253,0.224401,0.324088,0.185821,0.065138,0.04666,0.053052,0.085926,0.058566
2023-03-20,0.0239526,0.813245,0.77223,0.590365,0.480286,0.98754,0.233326,0.224271,0.229871,0.35434,0.204289,0.069508,0.049549,0.052972,0.080234,0.06339
2023-03-21,0.00573372,0.849215,0.764642,0.540779,0.550381,1.0074,0.217073,0.212242,0.236133,0.352599,0.183496,0.072161,0.049254,0.052058,0.082578,0.057973
2023-03-22,-0.00549861,0.778219,0.845913,0.556975,0.518483,0.970305,0.244917,0.2181,0.224574,0.342527,0.192774,0.068576,0.044666,0.049923,0.086284,0.054952
2023-03-23,0.01900253,0.892192,0.787367,0.573768,0.565423,1.025426,0.22436,0.198941,0.244223,0.333525,0.197212,0.066866,0.045629,0.049473,0.080957,0.064395
2023-03-24,0.01719941,0.81587,0.760312,0.486433,0.517208,0.974296,0.260664,0.214393,0.206412,0.331302,0.205556,0.066656,0.049196,0.053569,0.084807,0.059313
2023-03-27,-0.00178436,0.875413,0.794567,0.48586,0.54408,0.921929,0.24314,0.203446,0.226074,0.340696,0.184286,0.066564,0.041979,0.054259,0.087206,0.065559
2023-03-28,0.00647764,0.807316,0.83708,0.450255,0.530594,0.98905,0.219932,0.208791,0.22893,0.350854,0.201957,0.064464,0.04437,0.054807,0.082376,0.063004
2023-03-29,-0.00434317,0.889414,0.854631,0.516219,0.515532,0.97358,0.231234,0.225695,0.204923,0.327594,0.191889,0.067389,0.047512,0.055597,0.079862,0.063572
2023-03-30,-0.0201766,0.881141,0.819681,0.583813,0.520745,0.944703,0.239861,0.201369,0.220908,0.323474,0.193547,0.063628,0.049558,0.053228,0.079165,0.064221
2023-03-31,0.02395097,0.880532,0.871716,0.534262,0.53268,0.99817,0.24157,0.214881,0.240807,0.349696,0.200914,0.062072,0.045424,0.054779,0.085126,0.061157
2023-04-03,0.00959975,0.838512,0.760725,0.482013,0.447727,0.90857,0.239936,0.219086,0.238593,0.317474,0.179363,0.06754,0.048013,0.052813,0.084327,0.06115
2023-04-04,-0.0025684,0.913487,0.807946,0.530217,0.561705,1.010435,0.248876,0.216747,0.254014,0.324971,0.199885,0.067283,0.051278,0.058636,0.084819,0.064204
2023-04-05,0.01686038,0.847195,0.806352,0.487208,0.436945,0.943642,0.235366,0.207447,0.255136,0.336234,0.187444,0.065819,0.048862,0.053048,0.081512,0.061946
2023-04-06,0.0041945,0.88635,0.816565,0.494991,0.486557,0.943593,0.234253,0.232452,0.242504,0.32326,0.203873,0.064232,0.05139,0.054043,0.085339,0.059471
2023-04-07,-0.00730677,0.92098,0.82313,0.561049,0.501209,0.972291,0.233359,0.201996,0.242313,0.354667,0.196288,0.068103,0.047326,0.053259,0.082376,0.063895
2023-04-10,0.0028791,0.916097,0.852512,0.495055,0.532516,0.994555,0.242582,0.231389,0.24039,0.352819,0.19135,0.064586,0.047025,0.054011,0.079974,0.057425
2023-04-11,0.03922765,0.88045,0.806575,0.579784,0.595366,0.97298,0.239097,0.22769,0.213067,0.338074,0.189399,0.066232,0.050706,0.055732,0.084409,0.065248
2023-04-12,0.00776984,0.856238,0.818321,0.528611,0.459164,0.942204,0.240833,0.235294,0.224668,0.35482,0.202181,0.069799,0.048985,0.054871,0.086253,0.064878
2023-04-13,0.00855322,0.914857,0.81156,0.534523,0.517272,0.949568,0.243636,0.200738,0.238345,0.353631,0.205584,0.066924,0.04454,0.054885,0.079183,0.065233
2023-04-14,-0.02845564,0.876296,0.78472,0.530702,0.454121,0.921005,0.216817,0.208841,0.244063,0.336023,0.186308,0.062633,0.045514,0.055588,0.078951,0.065758
2023-04-17,0.00575407,0.778938,0.816975,0.557278,0.544702,0.957076,0.24379,0.230411,0.242057,0.330889,0.179642,0.063234,0.050839,0.055458,0.080725,0.062658
2023-04-18,0.01229149,0.887251,0.821976,0.557875,0.553348,1.009387,0.24287,0.197441,0.229981,0.358781,0.200767,0.066914,0.044404,0.058694,0.083457,0.062676
2023-04-19,0.00476008,0.860986,0.812755,0.54495,0.605836,0.973375,0.255737,0.199691,0.248855,0.342344,0.180485,0.06273,0.049502,0.062166,0.078812,0.059287
2023-04-20,-0.00612042,0.893532,0.820419,0.555687,0.554275,1.012651,0.224009,0.211437,0.254229,0.33807,0.179653,0.061662,0.045457,0.055164,0.082637,0.067391
2023-04-21,-0.00882866,0.801851,0.817179,0.535091,0.609976,1.035239,0.253765,0.216791,0.248982,0.351706,0.18088,0.067938,0.046392,0.057844,0.07979,0.061315
2023-04-24,0.01207767,0.701971,0.802836,0.564667,0.580367,0.959611,0.237714,0.229624,0.249097,0.340914,0.188098,0.068197,0.047172,0.056975,0.083322,0.0638
2023-04-25,0.01500574,0.837641,0.871289,0.527988,0.538774,0.978875,0.242716,0.214196,0.233645,0.336997,0.177076,0.06803,0.041307,0.058496,0.078739,0.064261
2023-04-26,0.01821567,0.851287,0.779121,0.546331,0.490381,1.069773,0.251378,0.207863,0.255392,0.340503,0.169601,0.067186,0.042653,0.057758,0.082692,0.060299
2023-04-27,0.01355324,0.774883,0.805764,0.53605,0.570476,1.039701,0.237339,0.215104,0.246714,0.349787,0.180324,0.065942,0.046919,0.056123,0.08047,0.059772
2023-04-28,-0.01030204,0.796461,0.951334,0.525624,0.49509,0.913845,0.235773,0.216583,0.251662,0.3184,0.196877,0.063709,0.045187,0.056612,0.078677,0.065072
2023-05-01,-0.00032914,0.945561,0.800801,0.520478,0.595037,1.00027,0.234148,0.214756,0.251077,0.337315,0.179646,0.066186,0.05006,0.055745,0.081447,0.064057
2023-05-02,0.01760226,0.823272,0.780184,0.561529,0.541852,0.98187,0.227577,0.206793,0.245682,0.349546,0.191469,0.068772,0.043512,0.054831,0.076439,0.06488
2023-05-03,0.0048476,0.868515,0.863691,0.590357,0.610096,1.011782,0.235878,0.189233,0.240885,0.32771,0.212872,0.063338,0.048684,0.057408,0.078905,0.067734
2023-05-04,-0.00689005,0.802316,0.746963,0.580552,0.548389,0.964675,0.229217,0.196597,0.248082,0.348076,0.191133,0.060111,0.043489,0.05424,0.081413,0.065261
2023-05-05,-0.00116995,0.749471,0.817884,0.49427,0.57999,0.968408,0.237122,0.21796,0.260881,0.349865,0.194498,0.060362,0.046203,0.055921,0.076189,0.066212
2023-05-08,-0.00544325,0.804637,0.910132,0.570333,0.580883,0.968865,0.212258,0.209736,0.24593,0.335514,0.179435,0.060191,0.044234,0.060668,0.07374,0.065651
2023-05-09,0.02971086,0.795784,0.754662,0.509203,0.582026,0.977598,0.241443,0.205559,0.257358,0.32778,0.210772,0.063159,0.051366,0.057947,0.073534,0.063665
2023-05-10,0.00857459,0.786507,0.721522,0.546233,0.559528,1.034035,0.234883,0.218473,0.256526,0.328198,0.183313,0.057319,0.043037,0.059559,0.083471,0.062115
2023-05-11,-0.0116504,0.802983,0.735488,0.472508,0.591637,0.957306,0.232881,0.196827,0.243957,0.361064,0.187166,0.064825,0.045739,0.059875,0.080577,0.064536
2023-05-12,0.00369403,0.818321,0.832937,0.516914,0.535271,0.980748,0.238223,0.207009,0.261905,0.351919,0.205412,0.065835,0.041826,0.05529,0.07979,0.064038
2023-05-15,-0.01246066,0.790501,0.831208,0.52759,0.514597,0.94361,0.223756,0.212629,0.242074,0.332543,0.192059,0.059478,0.049436,0.055778,0.083146,0.066631
2023-05-16,0.00867691,0.738065,0.765839,0.460374,0.610061,1.05822,0.254764,0.206583,0.260087,0.328162,0.195334,0.061174,0.046592,0.054584,0.078514,0.063406
2023-05-17,0.01743424,0.809662,0.828873,0.522874,0.598296,1.068279,0.229877,0.213958,0.246469,0.337437,0.188106,0.064573,0.046269,0.053002,0.080578,0.063048
2023-05-18,0.00050626,0.711607,0.865339,0.563312,0.576378,1.012693,0.229019,0.206996,0.247617,0.341253,0.189061,0.063277,0.049322,0.05373,0.080155,0.062291
2023-05-19,-0.0163208,0.702935,0.894371,0.496586,0.645502,1.015724,0.221761,0.192767,0.23559,0.324481,0.19896,0.06503,0.046966,0.057692,0.078726,0.059915
2023-05-22,-0.01977517,0.81067,0.816153,0.563472,0.569358,1.046743,0.231959,0.208903,0.243605,0.334664,0.194763,0.063313,0.047155,0.056806,0.081201,0.066233
2023-05-23,0.00058295,0.806953,0.743288,0.507406,0.637163,1.090105,0.248054,0.194464,0.244737,0.347354,0.18418,0.066656,0.046155,0.061011,0.082823,0.06531
2023-05-24,0.0001155,0.780235,0.79672,0.541963,0.584873,1.046722,0.245418,0.20758,0.236264,0.316807,0.182633,0.062868,0.047094,0.059228,0.080515,0.060339
2023-05-25,-0.00116578,0.726008,0.807328,0.424521,0.534384,1.002549,0.242475,0.220184,0.248374,0.343796,0.182503,0.061308,0.044485,0.055342,0.079844,0.065598
2023-05-26,-0.00433936,0.770869,0.79213,0.606931,0.650832,0.961005,0.234744,0.202385,0.241877,0.352234,0.176184,0.061335,0.045405,0.058162,0.080164,0.059241
2023-05-29,0.00761274,0.777286,0.804462,0.553427,0.618759,0.975143,0.22522,0.192926,0.258477,0.329413,0.177711,0.065902,0.047838,0.055293,0.075616,0.065778
2023-05-30,0.03554331,0.709145,0.869055,0.491566,0.576851,1.014688,0.21636,0.205421,0.267507,0.35368,0.198138,0.064346,0.046,0.058967,0.081639,0.061382
2023-05-31,0.00506896,0.749689,0.870851,0.417867,0.609672,0.974411,0.228067,0.200189,0.2426,0.327641,0.20381,0.065903,0.044473,0.054142,0.078122,0.063656
2023-06-01,0.01446581,0.799914,0.810975,0.501435,0.561418,1.001385,0.227775,0.21246,0.272473,0.340667,0.201247,0.065522,0.040931,0.052957,0.082259,0.0574
2023-06-02,0.01933692,0.828367,0.85575,0.428933,0.635994,0.970075,0.241465,0.20292,0.253457,0.332239,0.169006,0.058942,0.047898,0.054457,0.081127,0.059559
2023-06-05,-0.01115263,0.748248,0.829179,0.506662,0.514439,0.950691,0.23204,0.220675,0.243173,0.330608,0.192122,0.060784,0.041932,0.053248,0.081882,0.06416
2023-06-06,0.01757159,0.793207,0.826452,0.504872,0.572596,0.943765,0.246316,0.215154,0.262975,0.326286,0.182777,0.060692,0.045687,0.052742,0.083026,0.061435
2023-06-07,0.01293874,0.699173,0.846191,0.455138,0.650692,1.034495,0.245442,0.200678,0.253557,0.336553,0.194655,0.061036,0.043988,0.052788,0.078999,0.060673
2023-06-08,0.03153121,0.80853,0.816095,0.526917,0.597926,1.020157,0.228556,0.211446,0.255436,0.338136,0.194683,0.061965,0.04114,0.056397,0.081811,0.066428
2023-06-09,-0.00320927,0.756892,0.893304,0.508362,0.615167,1.06251,0.212912,0.201052,0.251903,0.327459,0.206938,0.065532,0.047882,0.058583,0.082309,0.06751
2023-06-12,0.01199679,0.790014,0.754362,0.514244,0.555337,1.018453,0.244586,0.206136,0.247492,0.316076,0.203128,0.066488,0.04604,0.050464,0.08199,0.064986
2023-06-13,0.00044726,0.758601,0.794964,0.490748,0.66808,0.994916,0.239875,0.199649,0.262834,0.334987,0.181439,0.06251,0.049229,0.057293,0.080479,0.059265
2023-06-14,-0.02065872,0.798615,0.809004,0.432863,0.629231,1.05723,0.213293,0.213263,0.252859,0.338552,0.189313,0.062713,0.045851,0.053758,0.085066,0.065843
2023-06-15,0.0098596,0.704346,0.830814,0.53728,0.568487,1.018075,0.242952,0.214288,0.243249,0.332897,0.199191,0.061637,0.047899,0.057153,0.085413,0.057589
2023-06-16,0.01980508,0.772081,0.862244,0.487659,0.561984,1.020509,0.235032,0.209612,0.261632,0.354778,0.198032,0.063319,0.041803,0.051778,0.08432,0.060833
2023-06-19,0.01669726,0.739932,0.818312,0.439013,0.617442,1.011873,0.23243,0.212714,0.242373,0.323267,0.186275,0.063639,0.044748,0.056313,0.081972,0.061695
2023-06-20,0.00554341,0.743008,0.765749,0.546712,0.667381,0.885519,0.247788,0.21186,0.245369,0.315478,0.187788,0.06565,0.042707,0.050269,0.083327,0.065813
2023-06-21,0.03298622,0.741808,0.858103,0.57526,0.614374,1.067702,0.243364,0.210688,0.267903,0.327366,0.202648,0.065723,0.044986,0.056873,0.08453,0.063851
2023-06-22,-0.02590308,0.709824,0.844433,0.494463,0.657085,1.026242,0.235718,0.193656,0.241487,0.342179,0.191617,0.058085,0.04746,0.057138,0.086869,0.059567
2023-06-23,0.00178483,0.744725,0.733532,0.593474,0.545479,1.018557,0.230886,0.222184,0.229316,0.321671,0.188959,0.063107,0.04498,0.057775,0.081512,0.057622
2023-06-26,0.02556792,0.74891,0.818244,0.51364,0.550647,1.008604,0.231928,0.223897,0.258049,0.327327,0.206372,0.067933,0.04857,0.055348,0.083684,0.062437
2023-06-27,0.01333961,0.748139,0.755092,0.504265,0.542943,1.018404,0.221153,0.209888,0.251892,0.349558,0.206229,0.063053,0.044297,0.058254,0.082993,0.057966
2023-06-28,-0.00669893,0.744266,0.797387,0.486547,0.624582,0.983797,0.225201,0.211208,0.254603,0.349001,0.203482,0.066162,0.048868,0.057916,0.083704,0.060452
2023-06-29,0.01270815,0.780266,0.801993,0.573931,0.608385,1.027817,0.215482,0.222442,0.25593,0.348272,0.208028,0.062978,0.050263,0.056248,0.07961,0.055897
2023-06-30,-0.00492797,0.781965,0.878785,0.471448,0.594488,0.957357,0.221341,0.22,0.263032,0.353416,0.217759,0.064124,0.048763,0.058784,0.081824,0.061523
2023-07-03,-0.00807885,0.708606,0.851833,0.53458,0.630757,1.011854,0.220339,0.21276,0.25508,0.340431,0.21144,0.060693,0.04483,0.05735,0.081155,0.061839
2023-07-04,0.00021519,0.807899,0.791648,0.479931,0.632043,1.034197,0.216989,0.200653,0.275992,0.342659,0.219067,0.060515,0.040931,0.059435,0.079052,0.058131
2023-07-05,0.00622618,0.72486,0.857846,0.489724,0.51924,1.013569,0.22487,0.217854,0.246072,0.352116,0.215583,0.066012,0.047669,0.058054,0.081762,0.064758
2023-07-06,0.03018091,0.798974,0.763944,0.541898,0.563436,1.023001,0.220344,0.220592,0.263303,0.325483,0.219432,0.06658,0.045689,0.059033,0.081223,0.063606
2023-07-07,-0.01477211,0.794345,0.831893,0.485831,0.624446,0.977576,0.230128,0.220087,0.264854,0.315923,0.226842,0.064717,0.043424,0.060325,0.084069,0.063563
2023-07-10,0.01062748,0.694552,0.789251,0.490335,0.577883,0.99508,0.208641,0.216484,0.252205,0.330106,0.224234,0.061663,0.044348,0.056912,0.080933,0.060715
2023-07-11,0.00273371,0.778406,0.805953,0.535317,0.56166,1.045198,0.223031,0.208581,0.249833,0.346704,0.225162,0.064977,0.049603,0.054928,0.083699,0.061825
2023-07-12,0.0087477,0.757506,0.838188,0.570873,0.629081,1.067664,0.225119,0.221535,0.272865,0.343582,0.220762,0.068709,0.04262,0.058729,0.080205,0.061182
2023-07-13,0.00537318,0.737738,0.82464,0.5305,0.546914,0.973823,0.219268,0.210535,0.250502,0.346794,0.217291,0.069798,0.046647,0.061119,0.080732,0.060728
2023-07-14,-0.01518512,0.823773,0.849741,0.462321,0.582452,1.067495,0.21993,0.205282,0.255344,0.320641,0.212422,0.063921,0.046144,0.058849,0.082076,0.061369
2023-07-17,-0.00608595,0.75529,0.796785,0.469352,0.610014,1.026344,0.209864,0.209626,0.267788,0.345862,0.212715,0.060997,0.044903,0.059113,0.082174,0.063708
2023-07-18,0.03082916,0.752771,0.82606,0.493241,0.575222,1.029846,0.227456,0.193867,0.25945,0.346106,0.211309,0.067496,0.04752,0.057924,0.079498,0.063131
2023-07-19,-0.03233939,0.79575,0.795513,0.502226,0.641195,0.985087,0.22981,0.208722,0.242612,0.325279,0.218994,0.064759,0.050247,0.060442,0.079777,0.057764
2023-07-20,-0.00036758,0.818249,0.822924,0.457804,0.594885,1.008588,0.227494,0.217836,0.277625,0.346247,0.222087,0.068042,0.04514,0.058367,0.07709,0.06366
2023-07-21,0.02355903,0.791159,0.840844,0.53222,0.663622,1.085427,0.232452,0.215743,0.255957,0.338007,0.203492,0.066202,0.044801,0.057772,0.083672,0.063373
2023-07-24,0.01170415,0.845714,0.812845,0.509102,0.592747,1.05662,0.223417,0.225338,0.25531,0.367378,0.208014,0.063301,0.048193,0.061321,0.082365,0.059866
2023-07-25,-0.01359485,0.812691,0.747562,0.440654,0.629259,1.033796,0.226747,0.208023,0.258568,0.314695,0.203246,0.065589,0.048783,0.057639,0.082528,0.061444
2023-07-26,-0.01110062,0.706872,0.827047,0.471291,0.631735,1.040186,0.220101,0.218161,0.263375,0.348786,0.210844,0.068418,0.046075,0.061293,0.077102,0.060817
2023-07-27,0.00916454,0.764888,0.835289,0.502486,0.573151,1.079578,0.22749,0.222362,0.280223,0.3321,0.204178,0.065369,0.04597,0.061456,0.07995,0.057397
2023-07-28,0.00100869,0.75853,0.794711,0.507904,0.524238,1.076427,0.206107,0.237979,0.242019,0.319437,0.205569,0.062449,0.041988,0.06008,0.080423,0.058641
2023-07-31,-0.01274298,0.801692,0.77293,0.587506,0.622307,1.057406,0.210458,0.217278,0.269324,0.329268,0.203965,0.062245,0.045314,0.055854,0.076508,0.061732
2023-08-01,0.01602434,0.679903,0.87708,0.521982,0.611188,1.10359,0.230725,0.206293,0.268581,0.336886,0.216755,0.064725,0.043912,0.059321,0.083565,0.058654
2023-08-02,-0.00644679,0.877342,0.843359,0.485331,0.636768,1.092117,0.188297,0.226721,0.257108,0.348558,0.211832,0.064741,0.04785,0.058992,0.084969,0.061892
2023-08-03,0.00115559,0.805055,0.831215,0.521036,0.602473,1.082821,0.211014,0.232852,0.26409,0.354569,0.206794,0.067704,0.046326,0.058303,0.086153,0.063722
2023-08-04,0.00478022,0.794345,0.786834,0.484178,0.606866,1.064249,0.2293,0.207862,0.265591,0.349486,0.2164,0.062768,0.045709,0.060413,0.077762,0.063733
